recommendation_prediction
96.707085
90.48114
84.15995
87.134605
-2.587353
-0.7457217
92.774216
95.954475
84.93147
91.311264
94.08933
1.2134607
95.9946
0.046739403
-0.2996276
-0.20285279
0.5712652
84.85122
-1.3648266
84.027145
-0.84781563
89.0186
67.09738
83.69363
70.05485
88.68831
0.007796268
-0.014805571
47.100037
1.6428808
91.91209
79.42812
77.26429
0.6062415
91.61123
84.26939
90.718315
73.2863
80.14221
90.77529
93.881195
89.855545
70.81682
0.34218502
76.880264
70.99817
92.60942
88.76248
76.224205
80.83589
77.95479
90.46868
86.46495
82.318085
75.00237
77.83944
81.13862
82.78445
89.28558
-0.14050584
89.04597
59.607967
89.40436
87.09432
75.62864
92.34897
90.76932
-0.6995744
-0.13022713
-1.1005839
80.00959
52.282223
56.78776
90.405754
94.19982
81.91882
93.76285
62.808308
-0.050329577
0.9492253
77.74514
90.45692
94.38824
57.727654
78.71128
0.05687964
-7.8914523
-1.7873437
-0.0017526443
-0.18807703
93.73269
95.87471
91.32512
79.856575
91.96971
65.118004
81.684326
95.43952
0.100822724
0.007235748
83.25343
87.43475
-0.38104254
-1.2640605
93.512146
91.7472
84.294426
83.981094
87.883736
96.538925
-0.35186684
0.15049975
1.2435884
-0.12827404
-0.50670296
100.02291
0.4279807
-0.5586944
86.460045
87.43951
51.632816
78.7928
88.62728
85.14977
0.96411705
90.6069
67.728905
87.87633
82.11692
84.32098
-0.1973434
86.79802
-2.903075
72.32521
91.3931
87.81879
85.68704
73.01969
92.476585
80.85521
80.96423
-0.07486138
-1.6167271
92.20488
1.3013569
84.59524
69.095924
80.90219
78.220566
84.998924
75.54141
90.45394
74.310555
72.942215
97.39859
93.79686
91.053535
91.47024
74.12968
90.09847
78.74098
97.2337
-0.114617065
66.537186
89.84422
88.35321
0.3293548
-1.654431
86.32823
84.56581
78.220566
85.58642
-1.0622048
69.55277
79.67161
90.01824
0.45488986
89.70989
89.873055
88.32637
88.55853
73.17457
94.153114
72.96258
0.45609623
88.73879
100.11889
66.67145
91.67808
87.956894
0.5925133
88.03742
0.12186882
94.749825
81.64207
76.011665
70.00633
89.0992
-0.337068
76.2224
92.44276
93.27029
85.542816
0.022076096
-0.03747378
0.8321095
84.98027
80.94086
89.26314
0.3514663
-0.55633587
92.52914
76.07682
0.12512666
-0.32045177
92.29638
-2.0459278
92.67137
99.99024
0.30049434
86.061264
0.22944663
78.05257
83.32233
-0.6979324
99.99021
85.43999
0.89630383
88.294044
0.07866931
78.40182
82.15779
0.63856745
84.754074
90.17313
93.55283
86.775024
88.56497
0.17061801
-0.64670724
86.41062
93.914536
-0.11349258
88.9183
84.069626
71.588875
99.9227
82.68028
91.67375
90.47605
74.12624
0.102235004
74.86787
1.8168527
80.58039
89.103676
0.08814147
89.583984
88.548294
-1.4993232
0.41678432
0.6894895
-0.020613354
81.12514
94.05062
74.708435
92.558556
94.60592
82.52639
88.116905
0.019711481
79.135445
78.37711
91.84389
-0.1473237
74.79666
100.22433
82.19303
94.16607
84.76653
81.0414
91.094574
68.96088
67.354385
82.03657
72.89157
77.315765
-0.6355791
0.044690542
0.081109166
80.6807
-0.4992761
85.92912
67.90275
64.543144
95.9681
86.979866
86.32662
78.37711
85.956604
75.829666
-1.5035418
0.008637543
94.78642
-0.5666886
61.583107
82.91842
93.02375
-0.5478479
78.82557
-0.4608866
79.51173
95.86867
88.28413
93.980545
91.494415
94.05004
88.996254
81.375015
103.15864
84.027145
0.00074068876
87.764786
79.00601
95.89937
99.55367
1.4955006
93.47187
0.11091609
88.30631
40.900795
0.73090446
80.4634
0.009310487
-0.17944913
0.6062415
87.25462
87.368065
-0.29413065
88.22223
91.745186
75.61025
101.14387
91.0774
81.52802
93.041336
-0.086116165
80.08345
76.987854
91.28975
82.824684
0.026476609
-0.17123495
-0.26561397
-0.18042028
-2.666903
91.88775
84.33827
93.4518
-0.44804668
80.212746
91.55806
81.4504
87.42838
0.6463283
0.19936667
68.22356
72.993515
86.28483
0.25632954
83.01764
74.79666
1.006881
-0.23850104
85.21845
0.3724356
91.34757
90.09926
80.06717
87.04706
95.523094
89.53183
87.98175
82.541824
90.53904
81.871735
64.99834
76.90159
92.48624
-0.89477056
85.78421
79.47752
93.24491
-0.08643983
-0.6169916
56.79257
61.116455
88.280365
92.37717
90.38086
91.68151
75.30381
2.1861637
70.2732
87.50908
95.53796
98.47788
-0.14499411
-0.176023
87.06129
93.55199
0.32851088
-0.47832423
71.653244
3.573406
90.37958
90.07884
80.57013
90.5165
-0.0017526443
86.02719
98.33496
94.06719
-0.14493491
0.9010941
84.51042
88.923164
78.80264
87.6989
78.824425
0.41675463
0.6196854
89.77697
0.23339345
78.08436
-1.1239151
53.953552
92.19038
92.41614
77.43827
84.71506
-1.4125658
87.137314
93.30478
92.455734
77.968925
87.47345
80.60146
79.28523
94.81228
86.153336
-0.042453732
-2.2163084
0.32173288
92.02064
0.14565669
84.974205
99.164856
81.952255
96.00647
88.04563
82.99598
-1.1316584
0.9600697
92.52039
0.91704243
0.0020956532
85.734116
-0.57706016
79.85435
64.1227
75.011604
85.51376
87.561424
84.53157
88.70723
89.769745
-0.543672
-0.5625483
85.91347
73.28847
90.98802
65.80041
90.74792
0.91544104
81.05294
0.2910201
87.40081
70.244316
-1.3430325
72.2876
90.33242
83.07537
56.78776
0.30782887
74.71968
90.25193
94.73399
81.911385
96.99855
98.00406
96.685135
89.61987
0.13453959
85.45346
95.84918
-0.14762066
84.53621
64.46072
