Product name,Price_per_unit,Rating,Rating_count,1 star count,2 star count,3 star count,4 star count,5 star count,Similar_product_1,Similar_product_price_1,Similar_product_2,Similar_product_price_2,Similar_product_3,Similar_product_price_3,Similar_product_4,Similar_product_price_4,Similar_product_5,Similar_product_price_5,Pros,Cons,product recommendation,recommendation_count,recommendation_percent
McFarlane'S Reserve Kentucky Straight Bourbon 1.75l,36.99,3.8,146,9,18,17,47,55,First Call Kentucky Straight Bourbon 1.75L,31.99,Two Stars Bourbon 1.75L,36.99,El Padrino Blanco Tequila 1.75L,44.99,Wolcott Kentucky Straight Bourbon 750ml,26.99,Grangestone Bourbon Cask Finish Single Malt Scotch Whisky 1.75L,49.99,"{'price': '29 reviews', 'value': '16 reviews', 'satisfaction': '13 reviews'}",,101 out of 135 (75%) of reviewers would recommend this product to a friend.,101,75%
Jim Beam Bourbon Whiskey 1.75l,18.99,4.6,471,7,7,24,72,361,Tower Vodka 1.75L,19.99,Black Eagle Kentucky Straight Bourbon Whiskey 1.75L,19.99,Redemption High Rye Bourbon 750ml,27.99,Colonel Lee Bourbon 1.75L,19.99,Harvester Cabernet Sauvignon Paso Robles 750ml,19.99,"{'satisfaction': '48 reviews', 'price': '42 reviews', 'enjoyment': '15 reviews'}",,63 out of 68 (93%) of reviewers would recommend this product to a friend.,63,93%
Skatterbrain Peanut Butter Whiskey 750ml,15.99,4.4,436,22,20,21,73,300,Skatterbrain Dark Chocolate Banana Whiskey 750ml,18.99,Skatterbrain Dark Cherry Vanilla Whiskey 750ml,15.99,Skatterbrain PB&J Whiskey 750ml,18.99,Skatterbrain Peanut Butter Cream Liqueur 750ml,13.99,Ensign Red Salted Caramel 750ml,16.99,"{'satisfaction': '93 reviews', 'price': '27 reviews', 'enjoyment': '9 reviews'}",,312 out of 368 (85%) of reviewers would recommend this product to a friend.,312,85%
Johnnie Walker Blue Label 750ml,194.9,4.7,772,11,9,36,101,615,Chivas Royal Salute 21 Yr 750ml,79.99,"Quilceda Creek Cabernet Sauvignon Columbia Valley, 2017 750ml",99.99,"Quintessa Meritage, 2017 750ml",89.99,Tears of Llorona Extra Anejo 1L,49.99,"De Venoge Louis XV Gift w 2 Glasses, 1996 750ml",49.99,{'satisfaction': '2 reviews'},,88 out of 104 (85%) of reviewers would recommend this product to a friend.,88,85%
Bulleit Bourbon 1.75l,35.99,4.6,1297,7,14,53,281,942,Redemption Wheated Bourbon 750ml,44.99,Bib & Tucker 6 Year Bourbon 750ml,52.99,Two Stars Bourbon 1.75L,36.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,"{'price': '48 reviews', 'satisfaction': '35 reviews', 'value': '17 reviews'}",,116 out of 128 (91%) of reviewers would recommend this product to a friend.,116,91%
Lonehand Whiskey 1.75l,23.99,3.6,511,73,41,66,152,179,Black Eagle Kentucky Straight Bourbon Whiskey 1.75L,19.99,Legado Blanco Tequila 1.75L,22.99,G&J Greenall's Gin 1.75L,23.99,Legado Reposado Tequila 1.75L,26.99,Redemption High Rye Bourbon 750ml,27.99,"{'price': '22 reviews', 'satisfaction': '11 reviews', 'value': '6 reviews'}",{'disappointing': '3 reviews'},301 out of 441 (68%) of reviewers would recommend this product to a friend.,301,68%
Jack Daniels Black 1.75l,28.99,4.8,695,10,4,22,63,596,Lonehand Whiskey 1.75L,23.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,1858 Cabernet Sauvignon Paso Robles 750ml,34.99,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,"{'satisfaction': '13 reviews', 'reliable': '4 reviews', 'price': '3 reviews'}",,117 out of 130 (90%) of reviewers would recommend this product to a friend.,117,90%
Woodford Reserve 750ml,26.99,4.7,747,9,11,24,95,608,Luxardo Maraschino Cherries 14.1oz,21.99,Redemption High Rye Bourbon 750ml,27.99,Redemption Bourbon Whiskey 750ml,27.99,Winchester KY Double Oak Bourbon Whiskey 750ml,26.99,"Mascota Vineyards Unanime, 2017 750ml",24.99,"{'satisfaction': '22 reviews', 'price': '17 reviews', 'enjoyment': '6 reviews'}",,132 out of 154 (86%) of reviewers would recommend this product to a friend.,132,86%
Basil Hayden'S Kentucky Straight Bourbon Whiskey 750ml,35.49,4.7,493,11,2,18,61,401,Redemption High Rye Bourbon 750ml,27.99,Winchester KY Double Oak Bourbon Whiskey 750ml,26.99,Redemption Bourbon Whiskey 750ml,27.99,"Mascota Vineyards Unanime, 2017 750ml",24.99,1858 Red Blend 750ml,24.99,"{'satisfaction': '57 reviews', 'price': '30 reviews', 'enjoyment': '25 reviews'}",,118 out of 137 (86%) of reviewers would recommend this product to a friend.,118,86%
Maker'S Mark Bourbon Whisky 1.75l,37.99,4.7,883,15,9,25,96,738,Redemption Wheated Bourbon 750ml,44.99,Bib & Tucker 6 Year Bourbon 750ml,52.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,1858 Cabernet Sauvignon Paso Robles 750ml,34.99,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,"{'price': '14 reviews', 'satisfaction': '13 reviews', 'enjoyment': '10 reviews'}",,156 out of 171 (91%) of reviewers would recommend this product to a friend.,156,91%
WhistlePig 10 Year Private Rye Barrel Select 750ml,99.99,,46,2,1,0,9,34,Riverboat Rye Whiskey 750ml,19.99,,,,,,,Borrasca Prosecco Rose 750ml,13.99,"{'price': '8 reviews', 'satisfaction': '8 reviews', 'enjoyment': '4 reviews'}",,27 out of 30 (90%) of reviewers would recommend this product to a friend.,27,90%
Jack Daniels Black 750ml,17.99,4.8,695,10,4,22,63,596,Bib & Tucker 6 Year Bourbon 750ml,52.99,,,,,,,Barrell Private Release Bourbon 750ml,99.99,"{'satisfaction': '13 reviews', 'reliable': '4 reviews', 'price': '3 reviews'}",,117 out of 130 (90%) of reviewers would recommend this product to a friend.,117,90%
McFarlane'S Reserve Kentucky Straight Bourbon 750ml,19.99,,146,9,18,17,47,55,Tower Vodka 1.75L,19.99,Luxardo Maraschino Cherries 14.1oz,21.99,Two Stars Bourbon 750ml,19.99,First Call Kentucky Straight Bourbon 750ml,19.99,"Carmen Gran Reserva Cabernet Sauvignon, 2018 750ml",17.99,"{'price': '29 reviews', 'value': '16 reviews', 'satisfaction': '13 reviews'}",,101 out of 135 (75%) of reviewers would recommend this product to a friend.,101,75%
Lonehand Whiskey 750ml,11.99,3.6,511,73,41,66,152,179,King's Creek Black Label 4Yr Whiskey 750ml,15.99,Black Eagle Kentucky Straight Bourbon Whiskey 750ml,10.99,Tower Vodka 750ml,10.99,Starr Blu Vodka Plastic 1.75L,14.99,Two Stars Bourbon 750ml,19.99,"{'price': '22 reviews', 'satisfaction': '11 reviews', 'value': '6 reviews'}",{'disappointing': '3 reviews'},301 out of 441 (68%) of reviewers would recommend this product to a friend.,301,68%
WhistlePig 10 Year Straight Rye 750ml,69.99,4.4,108,6,4,5,15,78,Masterson's Rye Whiskey 10 Year 750ml,77.99,Maker's Mark Bourbon Private Barrel Select 750ml,74.99,Teeter-Totter Cabernet Sauvignon 750ml,74.99,Redemption High Rye Bourbon 750ml,27.99,Bib & Tucker 6 Year Bourbon 750ml,52.99,"{'satisfaction': '10 reviews', 'enjoyment': '6 reviews', 'price': '5 reviews'}",{'disappointing': '3 reviews'},43 out of 57 (75%) of reviewers would recommend this product to a friend.,43,75%
Jameson Irish Whiskey 1.75l,35.99,4.6,7264,76,98,483,1343,5264,Kavanagh Irish Whiskey 1.75L,34.99,Kilbrin Blended Irish Whiskey 1.75L,34.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,1858 Cabernet Sauvignon Paso Robles 750ml,34.99,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,"{'satisfaction': '147 reviews', 'price': '68 reviews', 'enjoyment': '43 reviews'}",,116 out of 122 (95%) of reviewers would recommend this product to a friend.,116,95%
Jameson Irish Whiskey 750ml,20.99,4.6,7302,77,98,488,1349,5290,Shieldaig Islay Single Malt 750ml,19.99,,,,,,,Kilbrin Blended Irish Whiskey 1.75L,34.99,"{'satisfaction': '148 reviews', 'price': '69 reviews', 'enjoyment': '40 reviews'}",,116 out of 122 (95%) of reviewers would recommend this product to a friend.,116,95%
Bulleit Rye Whiskey 1.75l,34.99,4.6,972,11,8,49,230,674,Darby's Reserve Rye Whiskey 1.75L,39.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,De Margerie Grand Cru Brut 750ml,44.99,"{'satisfaction': '107 reviews', 'price': '93 reviews', 'quality': '36 reviews'}",,85 out of 92 (92%) of reviewers would recommend this product to a friend.,85,92%
Masterson'S Rye Whiskey 10 Year 750ml,77.99,4.6,47,0,0,5,11,31,Chestnut Farms Bourbon 750ml,59.99,Dalmore 12 Year Sherry Cask Select 750ml,79.99,Chestnut Farms Bottled in Bond 750ml,99.99,Maker's Mark Bourbon Private Barrel Select 750ml,74.99,Russell's Reserve Single Barrel Barrel Select Bourbon 750ml,67.99,"{'satisfaction': '7 reviews', 'price': '4 reviews'}",,30 out of 33 (91%) of reviewers would recommend this product to a friend.,30,91%
Bib & Tucker 6 Year Bourbon 750ml,52.99,,261,16,11,20,53,161,Redemption Wheated Bourbon 750ml,44.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,De Margerie Grand Cru Brut 750ml,44.99,"{'price': '34 reviews', 'satisfaction': '30 reviews', 'enjoyment': '17 reviews'}",,157 out of 201 (78%) of reviewers would recommend this product to a friend.,157,78%
Macallan 12 Yr Double Cask 1.75l,154.9,4.7,248,4,2,8,33,201,Glen Fohdry 29yr Single Malt 750ml,89.99,Chivas Royal Salute 21 Yr 750ml,79.99,Michelob Ultra 1/2 Keg,54.99,"Quilceda Creek Cabernet Sauvignon Columbia Valley, 2017 750ml",99.99,El Tesoro Extra Anejo Tequila 750ml,24.99,"{'satisfaction': '15 reviews', 'price': '9 reviews', 'large': '3 reviews'}",,56 out of 65 (86%) of reviewers would recommend this product to a friend.,56,86%
Redemption High Rye Bourbon 750ml,27.99,4.5,137,3,3,5,40,86,Redemption Rye 750ml,27.99,Luxardo Maraschino Cherries 14.1oz,21.99,Redemption Bourbon Whiskey 750ml,27.99,El Padrino Blanco Tequila 750ml,22.99,Winchester KY Double Oak Bourbon Whiskey 750ml,26.99,"{'price': '27 reviews', 'satisfaction': '15 reviews', 'value': '13 reviews'}",,89 out of 94 (95%) of reviewers would recommend this product to a friend.,89,95%
Maker'S Mark Bourbon Whisky 750ml,20.99,,883,15,9,25,96,738,Tower Vodka 1.75L,19.99,Luxardo Maraschino Cherries 14.1oz,21.99,Two Stars Bourbon 750ml,19.99,Harvester Cabernet Sauvignon Paso Robles 750ml,19.99,"Sextant Cabernet Sauvignon Paso Robles, 2018 750ml",18.99,"{'price': '14 reviews', 'satisfaction': '13 reviews', 'enjoyment': '10 reviews'}",,156 out of 171 (91%) of reviewers would recommend this product to a friend.,156,91%
George Dickel Single Barrel 750ml,39.99,4.5,52,2,2,2,8,38,Bib & Tucker 6 Year Bourbon 750ml,52.99,Redemption Wheated Bourbon 750ml,44.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,1858 Cabernet Sauvignon Paso Robles 750ml,34.99,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,"{'price': '6 reviews', 'satisfaction': '6 reviews', 'enjoyment': '4 reviews'}",,38 out of 41 (93%) of reviewers would recommend this product to a friend.,38,93%
Black Eagle Kentucky Straight Bourbon Whiskey 1.75l,19.99,4.0,353,18,19,38,131,147,Tower Vodka 1.75L,19.99,Black Eagle Honey Bourbon 1.75L,19.99,Tower Vodka Plastic 1.75L,19.99,Legado Reposado Tequila 1.75L,26.99,McFarlane's Reserve Kentucky Straight Bourbon 750ml,19.99,"{'price': '142 reviews', 'satisfaction': '36 reviews', 'value': '28 reviews'}",,248 out of 300 (83%) of reviewers would recommend this product to a friend.,248,83%
Evan Williams 1.75l,16.19,4.5,317,8,3,15,80,211,Tower Vodka 1.75L,19.99,Black Eagle Kentucky Straight Bourbon Whiskey 1.75L,19.99,Colonel Lee Bourbon 1.75L,19.99,Two Stars Bourbon 750ml,19.99,Harvester Cabernet Sauvignon Paso Robles 750ml,19.99,"{'price': '69 reviews', 'value': '33 reviews', 'satisfaction': '20 reviews'}",,112 out of 118 (95%) of reviewers would recommend this product to a friend.,112,95%
Kavanagh Irish Whiskey 750ml,17.99,4.3,283,6,12,29,80,156,Kilbrin Blended Irish Whiskey 750ml,16.99,Tower Vodka 1.75L,19.99,Kavanagh Irish Cream 1.75L,23.99,Grangestone Bourbon Cask Finish Single Malt Scotch Whisky 750ml,26.99,Malloye Irish Whiskey 750ml,19.99,"{'price': '79 reviews', 'satisfaction': '37 reviews', 'value': '24 reviews'}",{'thickness': '3 reviews'},191 out of 221 (86%) of reviewers would recommend this product to a friend.,191,86%
Classic Club Canadian Whisky 1.75l,10.99,3.8,72,10,3,10,21,28,Classic Club Vodka 1.75L,,Classic Club Blended Whiskey 1.75L,12.99,Classic Club Gin 1.75L,,Classic Club Gold Tequila 1.75L,12.99,Classic Club Silver Rum 1.75L,11.99,"{'price': '22 reviews', 'value': '7 reviews', 'quality': '3 reviews'}",,38 out of 49 (78%) of reviewers would recommend this product to a friend.,38,78%
Riverboat Rye Whiskey 750ml,19.99,4.0,77,1,9,8,28,31,McFarlane's Reserve Kentucky Straight Bourbon 750ml,19.99,Luxardo Maraschino Cherries 14.1oz,21.99,Esme Gin 750ml,22.99,Tower Vodka 1.75L,19.99,Harvester Cabernet Sauvignon Paso Robles 750ml,19.99,"{'price': '36 reviews', 'quality': '7 reviews', 'enjoyment': '5 reviews'}",,49 out of 60 (82%) of reviewers would recommend this product to a friend.,49,82%
Redemption Wheated Bourbon 750ml,44.99,4.4,159,1,9,11,50,88,Bib & Tucker 6 Year Bourbon 750ml,52.99,George Dickel Single Barrel 750ml,39.99,Redemption High Rye Bourbon Barrel Select 750ml,44.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,"{'price': '17 reviews', 'satisfaction': '17 reviews', 'enjoyment': '13 reviews'}",,100 out of 118 (85%) of reviewers would recommend this product to a friend.,100,85%
Angel'S Envy Bourbon 750ml,41.49,4.6,279,5,8,18,38,210,Bib & Tucker 6 Year Bourbon 750ml,52.99,Redemption Wheated Bourbon 750ml,44.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,"{'satisfaction': '22 reviews', 'enjoyment': '20 reviews', 'quality': '5 reviews'}","{'price': '12 reviews', 'large': '3 reviews', 'disappointing': '3 reviews'}",110 out of 138 (80%) of reviewers would recommend this product to a friend.,110,80%
Bay Street Blended Whiskey 1.75l,13.99,4.5,19,0,1,1,5,12,Classic Club Vodka 1.75L,,Classic Club Blended Whiskey 1.75L,12.99,Classic Club Gin 1.75L,,Classic Club Canadian Whisky 1.75L,10.99,Classic Club Silver Rum 1.75L,11.99,"{'price': '5 reviews', 'satisfaction': '2 reviews'}",,7 out of 8 (88%) of reviewers would recommend this product to a friend.,7,88%
Seagram'S 7 1.75l,15.99,4.6,127,2,3,3,26,93,Starr Blu Vodka Plastic 1.75L,14.99,Tower Vodka 1.75L,19.99,Starr Blu Vodka 1.75L,14.99,"Carmen Gran Reserva Cabernet Sauvignon, 2018 750ml",17.99,Samuel Robert Winery Pinot Noir Vintner's Reserve Willamette 750ml,15.99,"{'price': '12 reviews', 'satisfaction': '4 reviews', 'enjoyment': '2 reviews'}",,28 out of 30 (93%) of reviewers would recommend this product to a friend.,28,93%
Maker'S Mark Bourbon Whisky 50ml,3.29,4.7,883,15,9,25,96,738,Alma Brut Sparkling 750ml,,La Vostra Prosecco 187ml,,Santiago Station Sauvignon Blanc 750ml,,La Vostra Prosecco Rose 187ml,,Premium Velvet Bottle Bag - Grapevine Green,,"{'price': '14 reviews', 'satisfaction': '13 reviews', 'enjoyment': '10 reviews'}",,156 out of 171 (91%) of reviewers would recommend this product to a friend.,156,91%
Ellington Canadian Whisky 50ml,0.79,4.2,58,3,2,4,22,27,Mr Stacks Cinnamon Schnapps 60 Prf 50ml,,Modelo Especial Modelito 24-7oz Btls,19.99,La Grand' Vigne Rose Coteaux Varois 750ml,13.99,St Regis Non-Alcoholic Shiraz Rose 750ml,,Mr Stacks Triple Sec 750ml,,"{'price': '15 reviews', 'satisfaction': '7 reviews', 'value': '4 reviews'}",,42 out of 49 (86%) of reviewers would recommend this product to a friend.,42,86%
Skatterbrain Dark Cherry Vanilla Whiskey 50ml,0.99,4.2,50,6,2,3,6,33,Skatterbrain Dark Chocolate Banana Whiskey 50ml,,Skatterbrain Peanut Butter Whiskey 50ml,,Skatterbrain PB&J Whiskey 50ml,,Shepherd's P'Nutty Peanut Butter Whiskey 50ml,,Catch Fire Apple & Cinnamon Whisky 50ml,,{'satisfaction': '6 reviews'},,33 out of 42 (79%) of reviewers would recommend this product to a friend.,33,79%
Bird Dog Peach Whiskey 750ml,17.99,4.5,26,1,0,1,7,17,Ensign Red Peach 750ml,15.99,Ensign Red Mango 750ml,16.99,White Claw Hard Seltzer Variety #2 12pk-12oz Cans,15.99,King's Creek Black Label Cider 750ml,14.99,Skatterbrain Dark Chocolate Banana Whiskey 750ml,18.99,{'satisfaction': '6 reviews'},,16 out of 17 (94%) of reviewers would recommend this product to a friend.,16,94%
Rebel Kentucky Straight Bourbon Whiskey 80 Proof 750ml,12.99,4.1,37,2,2,4,12,17,King's Creek Black Label 4Yr Whiskey 750ml,15.99,Black Eagle Kentucky Straight Bourbon Whiskey 750ml,10.99,Skatterbrain Peanut Butter Whiskey 750ml,15.99,Lonehand Whiskey 750ml,11.99,Buttercream Chardonnay 750ml,13.99,"{'price': '14 reviews', 'satisfaction': '3 reviews', 'reliable': '2 reviews'}",,20 out of 24 (83%) of reviewers would recommend this product to a friend.,20,83%
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,18.49,4.5,155,3,2,9,34,107,McFarlane's Reserve Kentucky Straight Bourbon 750ml,19.99,Tower Vodka 1.75L,19.99,Harvester Cabernet Sauvignon Paso Robles 750ml,19.99,"Sextant Cabernet Sauvignon Paso Robles, 2018 750ml",18.99,Louis Bouillot Perle de Vigne Brut 750ml,19.99,"{'price': '20 reviews', 'satisfaction': '12 reviews', 'value': '6 reviews'}",,59 out of 67 (88%) of reviewers would recommend this product to a friend.,59,88%
Tincup American Whiskey 750ml,24.99,4.6,29,0,1,0,8,20,Redemption High Rye Bourbon 750ml,27.99,Redemption Bourbon Whiskey 750ml,27.99,Redemption Rye 750ml,27.99,"Mascota Vineyards Unanime, 2017 750ml",24.99,1858 Red Blend 750ml,24.99,"{'price': '7 reviews', 'satisfaction': '5 reviews', 'enjoyment': '3 reviews'}",,17 out of 19 (89%) of reviewers would recommend this product to a friend.,17,89%
Oak & Eden Toasted Oak Bourbon & Spire Whiskey 750ml,44.49,4.9,18,0,0,0,2,16,Bib & Tucker 6 Year Bourbon 750ml,52.99,Redemption Wheated Bourbon 750ml,44.99,Breckenridge 105 High Proof Blended Bourbon 750ml,59.99,Hickory Hill 100% Rye Whiskey 750ml,39.99,Swift Single Malt Texas Whiskey 750ml,45.99,"{'satisfaction': '7 reviews', 'price': '2 reviews'}",,15 out of 15 (100%) of reviewers would recommend this product to a friend.,15,100
Misunderstood Ginger Spiced Whiskey 750ml,32.99,5.0,33,0,0,0,0,33,Tower Vodka 1.75L,19.99,McFarlane's Reserve Kentucky Straight Bourbon 750ml,19.99,Redemption High Rye Bourbon 750ml,27.99,El Padrino Blanco Tequila 750ml,22.99,Redemption Bourbon Whiskey 750ml,27.99,{'satisfaction': '13 reviews'},,28 out of 28 (100%) of reviewers would recommend this product to a friend.,28,100
Redemption Rye 750ml,27.99,4.3,121,6,3,5,36,71,Redemption High Rye Bourbon 750ml,27.99,Luxardo Maraschino Cherries 14.1oz,21.99,Redemption Bourbon Whiskey 750ml,27.99,El Padrino Blanco Tequila 750ml,22.99,Grangestone Bourbon Cask Finish Single Malt Scotch Whisky 750ml,26.99,"{'price': '26 reviews', 'satisfaction': '10 reviews', 'value': '9 reviews'}",,79 out of 88 (90%) of reviewers would recommend this product to a friend.,79,90%
Jim Beam Bourbon Whiskey 750ml,9.99,4.6,342,4,3,21,58,256,Ed Edmundo Cabernet Sauvignon 750ml,,Angostura Bitters 4oz,,La Vostra Prosecco 750ml,10.99,Eccentric Cabernet Sauvignon 750ml,,Le Colline Pinot Noir 750ml,,"{'price': '30 reviews', 'satisfaction': '12 reviews', 'reliable': '5 reviews'}",,63 out of 68 (93%) of reviewers would recommend this product to a friend.,63,93%
Winchester KY Double Oak Bourbon Whiskey 750ml,26.99,4.0,38,3,3,4,9,19,Redemption High Rye Bourbon 750ml,27.99,Redemption Bourbon Whiskey 750ml,27.99,McFarlane's Reserve Kentucky Straight Bourbon 750ml,19.99,Redemption Rye 750ml,27.99,Tower Vodka 1.75L,19.99,"{'satisfaction': '12 reviews', 'price': '6 reviews', 'value': '4 reviews'}",,24 out of 31 (77%) of reviewers would recommend this product to a friend.,24,77%
Bulleit Rye Whiskey 750ml,21.99,4.6,972,11,8,49,230,674,Luxardo Maraschino Cherries 14.1oz,21.99,Tower Vodka 1.75L,19.99,Redemption Rye 750ml,27.99,Redemption High Rye Bourbon 750ml,27.99,First Call Kentucky Straight Rye Whiskey 750ml,19.99,"{'satisfaction': '107 reviews', 'price': '93 reviews', 'quality': '36 reviews'}",,85 out of 92 (92%) of reviewers would recommend this product to a friend.,85,92%
Sagamore Spirit Rye Double Oak 750ml,59.99,4.7,52,0,0,4,7,41,Russell's Reserve Single Barrel Barrel Select Bourbon 750ml,67.99,Bib & Tucker 6 Year Bourbon 750ml,52.99,Redemption Wheated Bourbon 750ml,44.99,Maker's Mark Bourbon Private Barrel Select 750ml,74.99,Oregon Spirit Rye Whiskey 750ml,49.99,"{'satisfaction': '7 reviews', 'price': '4 reviews', 'enjoyment': '2 reviews'}",,31 out of 31 (100%) of reviewers would recommend this product to a friend.,31,100
Rebel Root Beer Whiskey 750ml,12.99,4.9,8,0,0,0,1,7,Ellington Reserve Root Beer Whisky 750ml,13.99,Skatterbrain Peanut Butter Whiskey 750ml,15.99,Skatterbrain Dark Cherry Vanilla Whiskey 750ml,15.99,Shepherd's P'Nutty Peanut Butter Whiskey 750ml,16.99,Ellington Reserve Salted Caramel Whisky 750ml,13.99,"{'flavor': '3 reviews', 'price': '3 reviews'}",,6 out of 6 (100%) of reviewers would recommend this product to a friend.,6,100
Black Velvet 1.75l,13.99,4.5,89,1,1,9,21,57,Starr Blu Vodka Plastic 1.75L,14.99,Classic Club Vodka 1.75L,,Skatterbrain Peanut Butter Whiskey 750ml,15.99,Starr Blu Vodka 1.75L,14.99,Classic Club Canadian Whisky 1.75L,10.99,"{'price': '10 reviews', 'satisfaction': '8 reviews', 'value': '5 reviews'}",,27 out of 28 (96%) of reviewers would recommend this product to a friend.,27,96%
Glenlivet Illicit Still 12 Year Single Malt Scotch Whisky 750ml,42.99,4.8,5,0,0,0,1,4,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,De Margerie Grand Cru Brut 750ml,44.99,"Flowers Pinot Noir Sonoma Coast, 2018 750ml",46.99,"Domaine Drouhin Pinot Noir, 2018 750ml",44.99,Bib & Tucker 6 Year Bourbon 750ml,52.99,,,,,
Jim Beam Apple Bourbon Whiskey 50ml,2.49,4.7,114,3,0,5,9,97,Catch Fire Cinnamon Whisky 50ml,,,,,,,,Maker's Mark Bourbon Private Barrel Select 750ml,74.99,"{'satisfaction': '34 reviews', 'enjoyment': '7 reviews', 'price': '6 reviews'}",,13 out of 16 (81%) of reviewers would recommend this product to a friend.,13,81%
Uncle Nearest 1856 750ml,58.99,4.8,226,5,2,6,18,195,Bib & Tucker 6 Year Bourbon 750ml,52.99,Redemption Wheated Bourbon 750ml,44.99,Maker's Mark Bourbon Private Barrel Select 750ml,74.99,Russell's Reserve Single Barrel Barrel Select Bourbon 750ml,67.99,Chestnut Farms Bourbon 750ml,59.99,"{'satisfaction': '34 reviews', 'price': '11 reviews', 'enjoyment': '7 reviews'}",,101 out of 109 (93%) of reviewers would recommend this product to a friend.,101,93%
Carlyle Blended Scotch Whisky 1.75l,19.99,4.2,333,11,15,24,122,161,Shieldaig 'The Classic' Blend 1.75L,23.99,Grangestone Bourbon Cask Finish Single Malt Scotch Whisky 750ml,26.99,Black Eagle Kentucky Straight Bourbon Whiskey 1.75L,19.99,Legado Reposado Tequila 1.75L,26.99,Akva Organic Swedish Vodka 1.75L,21.99,"{'price': '114 reviews', 'satisfaction': '35 reviews', 'value': '35 reviews'}",,228 out of 256 (89%) of reviewers would recommend this product to a friend.,228,89%
Buchanan'S 12 Yr 1.75l,46.99,4.7,172,6,3,3,18,142,Teeter-Totter Cabernet Sauvignon 750ml,74.99,Corona Extra Coronita 24-7oz Btls,19.99,La Vostra Prosecco 750ml,10.99,Corona Extra 24-12oz Btls,26.99,R. L. Seale's Finest 10 Yr Old Rum 750ml,25.99,"{'satisfaction': '38 reviews', 'price': '15 reviews', 'enjoyment': '10 reviews'}",,25 out of 28 (89%) of reviewers would recommend this product to a friend.,25,89%
WhistlePig 15 Year Straight Rye 750ml,219.9,4.5,15,0,1,1,2,11,Riverboat Rye Whiskey 750ml,19.99,,,,,,,White Claw Hard Seltzer Black Cherry 12pk-12oz Cans,15.99,{'satisfaction': '3 reviews'},,7 out of 10 (70%) of reviewers would recommend this product to a friend.,7,70%
Grangestone Bourbon Cask Finish Single Malt Scotch Whisky 750ml,26.99,4.2,436,20,17,41,127,231,Grangestone 12 Yr Single Malt Scotch Whisky 750ml,31.99,Grangestone Sherry Finish 750ml,26.99,Grangestone Rum Finish 750ml,26.99,El Padrino Blanco Tequila 750ml,22.99,Tower Vodka 1.75L,19.99,"{'price': '107 reviews', 'satisfaction': '58 reviews', 'value': '44 reviews'}",{'disappointing': '5 reviews'},275 out of 327 (84%) of reviewers would recommend this product to a friend.,275,84%
Writers Tears Irish Whiskey 750ml,51.99,4.5,24,1,0,1,7,15,Kavanagh Irish Whiskey 1.75L,34.99,Dunville's Three Crowns Sherry Finished Irish Whiskey 750ml,34.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,1858 Cabernet Sauvignon Paso Robles 750ml,34.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,{'price': '2 reviews'},,14 out of 16 (88%) of reviewers would recommend this product to a friend.,14,88%
Writers Tears Copper Pot Florio Marsala Cask Finish Irish Whiskey 750ml,74.99,,0,0,0,0,0,0,Balcones Single Malt Whiskey Cask Strength Barrel Select 750ml,83.99,Masterson's Rye Whiskey 10 Year 750ml,77.99,Barrell Bourbon Armida 750ml,92.99,Teeter-Totter Cabernet Sauvignon 750ml,74.99,"Chappellet Cabernet Sauvignon Napa Signature, 2018 750ml",69.99,,,,,
