Product name,Price_per_unit,Rating,Rating_count,1 star count,2 star count,3 star count,4 star count,5 star count,Similar_product_1,Similar_product_price_1,Similar_product_2,Similar_product_price_2,Similar_product_3,Similar_product_price_3,Similar_product_4,Similar_product_price_4,Similar_product_5,Similar_product_price_5,Pros,Cons,product recommendation,recommendation_count,recommendation_percent
George Dickel 15 Year Single Barrel Select 750ml,60.99,4.3,60,1,3,5,17,34,Russell's Reserve Single Barrel Barrel Select Bourbon 750ml,67.99,Chestnut Farms Bourbon 750ml,59.99,Maker's Mark Bourbon Private Barrel Select 750ml,74.99,Teeter-Totter Cabernet Sauvignon 750ml,74.99,George Dickel Single Barrel 750ml,39.99,"{'satisfaction': '14 reviews', 'price': '11 reviews', 'enjoyment': '3 reviews'}",,43 out of 55 (78%) of reviewers would recommend this product to a friend.,43,78%
Iichiko Silhouette 750ml,15.99,5.0,2,0,0,0,0,2,"Olema Sauvignon Blanc Loire, 2020 750ml",14.99,Laudato Pinot Grigio 750ml,16.99,Furu Nigori Junmai Ginjo Sake 750ml,19.99,Mura Mura River Sake 750ml,16.99,Sapporo Premium Beer 12pk-12oz Cans,12.99,,,,,
Jinro 24 Soju 750ml,9.99,5.0,4,0,0,0,0,4,Michelob Ultra 12pk-12oz Btls,10.99,White Claw Hard Seltzer Variety #3 12pk-12oz Cans,15.99,White Claw Variety Pack #1 12pk-12oz Cans,15.99,Sapporo Premium Beer 12pk-12oz Cans,12.99,Starr Blu Vodka 1.75L,14.99,,,,,
Balcones True Blue Cask Strength Barrel Select 750ml,62.99,4.8,16,0,0,2,0,14,Bib & Tucker 6 Year Bourbon 750ml,52.99,Chestnut Farms Bourbon 750ml,59.99,Maker's Mark Bourbon Private Barrel Select 750ml,74.99,Russell's Reserve Single Barrel Barrel Select Bourbon 750ml,67.99,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,{'satisfaction': '6 reviews'},,15 out of 16 (94%) of reviewers would recommend this product to a friend.,15,94%
Jack Daniels Tennessee Apple 100ml,5.49,4.7,43,0,1,3,4,35,Rondel Brut Cava 187ml,,Rondel GOLD Brut Cava 187ml,,Penn's Best Non-Alcoholic Lager 6pk-12oz Cans,,Niagara Purified Water 24-16.9oz Btls,,Fever Tree Tonic Light 16.9oz Btl,,{'satisfaction': '9 reviews'},,15 out of 15 (100%) of reviewers would recommend this product to a friend.,15,100
Dry Fly Peated Wheat Single BrlSel 750ml,39.99,4.0,2,0,0,1,0,1,Dry Fly Port Finish Single Barrel Select 750ml,39.99,,,,,,,Old Elk Wheat BrlSel 750ml,83.99,,,,,
Jack Daniels Tennessee Apple 375ml,13.49,4.6,47,0,1,5,5,36,TRULY Hard Seltzer Lemonade Variety Pack 12pk-12oz Cans,15.99,Skatterbrain Dark Chocolate Banana Whiskey 750ml,18.99,White Claw Variety Pack #1 12pk-12oz Cans,15.99,"Carmen Gran Reserva Cabernet Sauvignon, 2018 750ml",17.99,Samuel Robert Winery Pinot Noir Vintner's Reserve Willamette 750ml,15.99,{'satisfaction': '9 reviews'},,15 out of 15 (100%) of reviewers would recommend this product to a friend.,15,100
Glen Ness Single Malt Scotch Whisky 1.75l,34.99,4.0,195,12,9,19,82,73,Carlyle Blended Scotch Whisky 1.75L,19.99,Grangestone 12 Yr Single Malt Scotch Whisky 750ml,31.99,Grangestone Bourbon Cask Finish Single Malt Scotch Whisky 750ml,26.99,Shieldaig Speyside Single Malt 12Yr 750ml,34.99,Glen Fohdry French Oak Cask 750ml,27.99,"{'price': '63 reviews', 'value': '18 reviews', 'satisfaction': '13 reviews'}",,120 out of 146 (82%) of reviewers would recommend this product to a friend.,120,82%
Barrowmans 12Yr Superior Scotch Whisky 750ml,27.99,4.1,17,1,1,1,6,8,Duncan Taylor Blended Scotch 12 Yr 750ml,22.99,Grangestone Bourbon Cask Finish Single Malt Scotch Whisky 750ml,26.99,Grangestone 12 Yr Single Malt Scotch Whisky 750ml,31.99,Grands Domaines Cognac VS 750ml,22.99,Paddleford Creek Small Batch Bourbon 750ml,22.99,{'satisfaction': '2 reviews'},,11 out of 15 (73%) of reviewers would recommend this product to a friend.,11,73%
Jack Daniels Tennessee Apple 200ml,8.79,4.6,53,1,1,5,4,42,Jack Daniels Black Jack Cola 6pk-10oz Btls,,"Iter Chardonnay California, 2019 750ml",10.99,Jack Daniels Southern Peach 6pk-10oz Btls,,Ed Edmundo Cabernet Sauvignon 750ml,,Eccentric Cabernet Sauvignon 750ml,,{'satisfaction': '9 reviews'},,15 out of 15 (100%) of reviewers would recommend this product to a friend.,15,100
Old Elk Wheat BrlSel 750ml,83.99,4.1,7,0,1,0,3,3,Maker's Mark Bourbon Private Barrel Select 750ml,74.99,Russell's Reserve Single Barrel Barrel Select Bourbon 750ml,67.99,Barrell Bourbon Single Barrel Barrel Select 750ml,99.99,Chestnut Farms Bourbon 750ml,59.99,Teeter-Totter Cabernet Sauvignon 750ml,74.99,,,,,
Jack Daniels Tennessee Honey 50ml,2.99,4.8,185,4,2,3,18,158,Rondel GOLD Brut Cava 187ml,,,,,,,,Maker's Mark Bourbon Private Barrel Select 750ml,74.99,"{'satisfaction': '20 reviews', 'enjoyment': '2 reviews', 'price': '2 reviews'}",,56 out of 61 (92%) of reviewers would recommend this product to a friend.,56,92%
Grangestone 25 Yr Single Malt 750ml,129.9,4.2,25,1,1,5,2,16,Grangestone 31 Yr Single Malt 750ml,99.99,,,,,,,Grangestone 31 Yr Single Malt 750ml,99.99,"{'price': '6 reviews', 'appearance': '2 reviews', 'satisfaction': '2 reviews'}",,14 out of 19 (74%) of reviewers would recommend this product to a friend.,14,74%
Old Pulteney 12 Year 750ml,38.99,4.1,24,0,2,3,9,10,Glen Fohdry 12yr Speyside Single Malt 750ml,39.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,De Margerie Grand Cru Brut 750ml,44.99,"{'enjoyment': '5 reviews', 'price': '5 reviews', 'satisfaction': '2 reviews'}",,16 out of 20 (80%) of reviewers would recommend this product to a friend.,16,80%
Laphroaig Select 750ml,42.99,4.1,24,2,0,2,9,11,Islay Gold 10 YR 750ml,33.99,Islay Gold Lorcan 750ml,31.99,Shieldaig Speyside Single Malt 12Yr 750ml,34.99,Creag Isle 12Yr Island Single Malt 750ml,36.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,{'satisfaction': '3 reviews'},,7 out of 11 (64%) of reviewers would recommend this product to a friend.,7,64%
Amrut Fusion 750ml,78.99,4.6,21,1,0,0,4,16,Dalmore 12 Year Sherry Cask Select 750ml,79.99,Teeter-Totter Cabernet Sauvignon 750ml,74.99,The Shin Japanese Malt Whisky 15 Year 750ml,99.99,"Sun Goddess Pinot Grigio Ramato Orange Wine - Mary J Blige, 2019 750ml",19.99,Grangestone Bourbon Cask Finish Single Malt Scotch Whisky 750ml,26.99,"{'flavor': '4 reviews', 'smooth': '3 reviews'}",,11 out of 11 (100%) of reviewers would recommend this product to a friend.,11,100
Wild Turkey 81 Pf 750ml,16.49,4.7,27,0,1,0,5,21,Tower Vodka 1.75L,19.99,Two Stars Bourbon 750ml,19.99,"Carmen Gran Reserva Cabernet Sauvignon, 2018 750ml",17.99,Josh Cellars Bourbon Barrel Cabernet Sauvignon Family Reserve 750ml,16.99,Harvester Cabernet Sauvignon Paso Robles 750ml,19.99,{'satisfaction': '3 reviews'},,11 out of 11 (100%) of reviewers would recommend this product to a friend.,11,100
Jura 10 Yr 750ml,38.99,4.5,21,1,0,2,3,15,Shieldaig Speyside Single Malt 12Yr 750ml,34.99,Grangestone 12 Yr Single Malt Scotch Whisky 750ml,31.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,1858 Cabernet Sauvignon Paso Robles 750ml,34.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,"{'satisfaction': '3 reviews', 'price': '2 reviews', 'value': '2 reviews'}",,9 out of 10 (90%) of reviewers would recommend this product to a friend.,9,90%
Elijah Craig Bourbon 375ml,14.19,4.6,188,6,3,4,39,136,Grangestone Bourbon Cask Finish Single Malt Scotch Whisky 375ml,14.99,"Carmen Gran Reserva Cabernet Sauvignon, 2018 750ml",17.99,Samuel Robert Winery Pinot Noir Vintner's Reserve Willamette 750ml,15.99,Josh Cellars Bourbon Barrel Cabernet Sauvignon Family Reserve 750ml,16.99,Harvester Cabernet Sauvignon Paso Robles 750ml,19.99,"{'price': '37 reviews', 'satisfaction': '22 reviews', 'value': '12 reviews'}",,79 out of 90 (88%) of reviewers would recommend this product to a friend.,79,88%
Dewar'S Double Double 21 Yr 375ml,49.99,4.7,9,0,0,1,1,7,Barrowmans 18Yr Grand Cru Scotch Whisky 750ml,54.99,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,De Margerie Grand Cru Brut 750ml,44.99,El Padrino Blanco Tequila 1.75L,44.99,"{'flavor': '5 reviews', 'smoothness': '5 reviews', 'taste': '4 reviews'}",,5 out of 5 (100%) of reviewers would recommend this product to a friend.,5,100
Buchanan'S 12 Yr 1l,44.99,4.7,172,6,3,3,18,142,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,De Margerie Grand Cru Brut 750ml,44.99,"Amici Pinot Noir Russian River Valley, 2018 750ml",39.99,"{'satisfaction': '38 reviews', 'price': '15 reviews', 'enjoyment': '10 reviews'}",,25 out of 28 (89%) of reviewers would recommend this product to a friend.,25,89%
Lagavulin Distillers Edition 750ml,134.9,4.9,19,0,0,0,1,18,Jura 21 Yr Tide Time 750ml,96.99,,,,,,,Lead Dog Peanut Butter Stout 6pk-12oz Cans,,"{'satisfaction': '7 reviews', 'enjoyment': '2 reviews', 'price': '2 reviews'}",,8 out of 10 (80%) of reviewers would recommend this product to a friend.,8,80%
Garrison Brothers Cowboy Bourbon 750ml,214.9,4.7,21,1,1,0,0,19,Barrell Craft Spirits Gray Label Bourbon 15 Year 750ml,49.99,Casa Dragones Tequila Joven 750ml,94.99,"De Venoge Louis XV Gift w 2 Glasses, 1996 750ml",49.99,Tears of Llorona Extra Anejo 1L,49.99,"Perrier Jouet Belle Epoque Rose, 2012 750ml",49.99,{'satisfaction': '4 reviews'},,15 out of 16 (94%) of reviewers would recommend this product to a friend.,15,94%
Dewar'S 18 Yr 750ml,57.49,4.5,12,0,0,1,4,7,Teeter-Totter Cabernet Sauvignon 750ml,74.99,Bud Light 1/2 Keg,49.99,"Amici Cabernet Sauvignon Napa Reserve, 2018 750ml",99.99,"Catena Zapata Nicolas Red, 2015 750ml",99.99,Garrison Brothers Small Batch Bourbon 750ml,79.99,{'flavor': '2 reviews'},,3 out of 5 (60%) of reviewers would recommend this product to a friend.,3,60%
Grangestone Madeira Finish 750ml,31.99,4.2,45,1,1,5,18,20,Grangestone Sherry Finish 750ml,26.99,Grangestone 12 Yr Single Malt Scotch Whisky 750ml,31.99,Grangestone Rum Finish 750ml,26.99,Grangestone Bourbon Cask Finish Single Malt Scotch Whisky 750ml,26.99,"Mascota Vineyards Unanime, 2017 750ml",24.99,"{'price': '10 reviews', 'satisfaction': '9 reviews', 'enjoyment': '4 reviews'}",,28 out of 37 (76%) of reviewers would recommend this product to a friend.,28,76%
Laphroaig 10 Year Cask Strength 750ml,89.99,4.0,5,0,0,2,1,2,Chateau de Laubade Armagnac XO 750ml,74.99,Russell's Reserve Single Barrel Barrel Select Bourbon 750ml,67.99,Teeter-Totter Cabernet Sauvignon 750ml,74.99,Glen Fohdry American Oak Cask Speyside Single Malt Scotch 750ml,27.99,Hickory Hill Cask Strength 750ml,44.99,,,,,
Bankers Club Scotch 1.75l,15.99,4.2,53,1,2,10,14,26,Highland Bird Blended Scotch Whisky 1.75L,17.99,Starr Blu Vodka Plastic 1.75L,14.99,Classic Club Blended Whiskey 1.75L,12.99,Classic Club Canadian Whisky 1.75L,10.99,Classic Club Gold Tequila 1.75L,12.99,"{'price': '19 reviews', 'value': '4 reviews', 'satisfaction': '3 reviews'}",,30 out of 33 (91%) of reviewers would recommend this product to a friend.,30,91%
Kilchoman Machir Bay 750ml,52.99,4.7,13,0,1,0,1,11,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,De Margerie Grand Cru Brut 750ml,44.99,"Flowers Pinot Noir Sonoma Coast, 2018 750ml",46.99,Bib & Tucker 6 Year Bourbon 750ml,52.99,Tsarine Brut Premium Cuvee 750ml,44.99,"{'flavor': '5 reviews', 'satisfaction': '4 reviews'}",,6 out of 7 (86%) of reviewers would recommend this product to a friend.,6,86%
Ancient Age 1.75l,17.49,4.3,22,1,1,2,5,13,Colonel Lee Bourbon 1.75L,19.99,Starr Blu Vodka 1.75L,14.99,Starr Blu Vodka Plastic 1.75L,14.99,Southshot Bourbon 1.75L,19.99,"Carmen Gran Reserva Cabernet Sauvignon, 2018 750ml",17.99,{'price': '7 reviews'},,11 out of 13 (85%) of reviewers would recommend this product to a friend.,11,85%
Glen Fohdry Triple Gift Pack 375ml,79.99,3.8,6,1,0,0,3,2,Shieldaig Triple Gift Pack 375ml,69.99,Chestnut Farms Bourbon 750ml,59.99,Shieldaig Speyside Single Malt 18Yr 750ml,69.99,Dalmore 12 Year Sherry Cask Select 750ml,79.99,Teeter-Totter Cabernet Sauvignon 750ml,74.99,,,,,
Springbank 15 Yr 750ml,149.9,4.8,17,0,1,0,0,16,Jura 21 Yr Tide Time 750ml,96.99,,,,,,,Macallan 18 Year Double Cask 750ml,49.99,{'satisfaction': '2 reviews'},,8 out of 10 (80%) of reviewers would recommend this product to a friend.,8,80%
Bowmore 15 Year 750ml,79.99,4.2,18,1,0,2,7,8,Shieldaig Speyside Single Malt 18Yr 750ml,69.99,Dalmore 12 Year Sherry Cask Select 750ml,79.99,Teeter-Totter Cabernet Sauvignon 750ml,74.99,"Chappellet Cabernet Sauvignon Napa Signature, 2018 750ml",69.99,"Stags' Leap Cabernet Sauvignon Oakville, 2018 750ml",69.99,"{'sweet': '8 reviews', 'flavor': '6 reviews', 'taste': '4 reviews'}",,10 out of 11 (91%) of reviewers would recommend this product to a friend.,10,91%
Glenrothes 12yr 750ml,49.99,4.6,22,0,0,1,7,14,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,De Margerie Grand Cru Brut 750ml,44.99,"Flowers Pinot Noir Sonoma Coast, 2018 750ml",46.99,Bib & Tucker 6 Year Bourbon 750ml,52.99,Tsarine Brut Premium Cuvee 750ml,44.99,"{'enjoyment': '3 reviews', 'price': '3 reviews'}",,11 out of 11 (100%) of reviewers would recommend this product to a friend.,11,100
Dewar'S 15 Yr 750ml,29.99,4.0,13,1,0,2,5,5,Compass Box Great King Street Glasgow Barrel Select 750ml,54.99,,,,,,,Chivas Royal Salute 21 Yr 750ml,79.99,"{'smooth': '4 reviews', 'smoothness': '3 reviews', 'refreshing': '2 reviews'}",,4 out of 7 (57%) of reviewers would recommend this product to a friend.,4,57%
Balvenie The Week Of Peat 14 Yr 750ml,109.9,4.8,13,0,0,0,2,11,Grangestone Bourbon Cask Finish Single Malt Scotch Whisky 750ml,26.99,,,,,,,"Olema Chardonnay Sonoma County, 2019 750ml",12.99,{'satisfaction': '3 reviews'},,7 out of 7 (100%) of reviewers would recommend this product to a friend.,7,100
Redemption High Rye Bourbon Barrel Select 750ml,44.99,4.3,40,0,3,3,13,21,Redemption Wheated Bourbon 750ml,44.99,Bib & Tucker 6 Year Bourbon 750ml,52.99,Redemption Rye Rum Cask Finish 750ml,44.99,George Dickel Single Barrel 750ml,39.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,"{'satisfaction': '5 reviews', 'price': '3 reviews', 'enjoyment': '2 reviews'}",,26 out of 30 (87%) of reviewers would recommend this product to a friend.,26,87%
Ichiro'S Malt & Grain 750ml,109.9,4.4,8,1,0,0,1,6,The Shin Japanese Malt Whisky 15 Year 750ml,99.99,Shieldaig Speyside Single Malt 18Yr 750ml,69.99,Teeter-Totter Cabernet Sauvignon 750ml,74.99,"Chappellet Cabernet Sauvignon Napa Signature, 2018 750ml",69.99,"Sun Goddess Pinot Grigio Ramato Orange Wine - Mary J Blige, 2019 750ml",19.99,{'satisfaction': '2 reviews'},,4 out of 5 (80%) of reviewers would recommend this product to a friend.,4,80%
Jim Beam Single Barrel 108 Proof 750ml,35.99,4.7,9,0,1,0,0,8,Redemption High Rye Bourbon 750ml,27.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,Corona Extra 24-12oz Btls,26.99,1858 Cabernet Sauvignon Paso Robles 750ml,34.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,,,,,
Springbank 10 Yr 750ml,69.99,4.7,26,0,0,1,6,19,Grangestone Bourbon Cask Finish Single Malt Scotch Whisky 750ml,26.99,,,,,,,Stone Delicious IPA 12pk-12oz Cans,18.49,"{'satisfaction': '9 reviews', 'price': '2 reviews', 'quality': '2 reviews'}",,16 out of 18 (89%) of reviewers would recommend this product to a friend.,16,89%
Henry McKenna 750ml,25.99,4.0,29,2,1,5,7,14,Samuel Robert Winery Pinot Noir Vintner's Reserve Willamette 750ml,15.99,Starr Blu Vodka Plastic 1.75L,14.99,Kavanagh Irish Cream 750ml,13.99,Paulaner Oktoberfest 6pk-11oz Btls,,Carson Ridge Cabernet Sauvignon 750ml,11.99,"{'price': '11 reviews', 'satisfaction': '2 reviews'}",,16 out of 20 (80%) of reviewers would recommend this product to a friend.,16,80%
Evan Williams Cherry Reserve 750ml,12.09,4.5,13,0,1,1,1,10,Skatterbrain Dark Cherry Vanilla Whiskey 750ml,15.99,Skatterbrain Dark Chocolate Banana Whiskey 750ml,18.99,Skatterbrain Peanut Butter Whiskey 750ml,15.99,Hayes Parker Cherry Kentucky Bourbon 750ml,11.99,Ellington Reserve Salted Caramel Whisky 750ml,13.99,{'satisfaction': '2 reviews'},,7 out of 9 (78%) of reviewers would recommend this product to a friend.,7,78%
Deanston 12 Yr 750ml,58.99,4.5,15,0,0,2,4,9,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,De Margerie Grand Cru Brut 750ml,44.99,"Flowers Pinot Noir Sonoma Coast, 2018 750ml",46.99,"Domaine Drouhin Pinot Noir, 2018 750ml",44.99,Bib & Tucker 6 Year Bourbon 750ml,52.99,"{'satisfaction': '5 reviews', 'price': '2 reviews', 'quality': '2 reviews'}",,10 out of 11 (91%) of reviewers would recommend this product to a friend.,10,91%
Glenfiddich 15 Yr 1l,76.99,4.5,195,5,2,13,44,131,Shieldaig Speyside Single Malt 18Yr 750ml,69.99,Teeter-Totter Cabernet Sauvignon 750ml,74.99,Schweppes Club Soda 1L,,"Carmen Gran Reserva Cabernet Sauvignon, 2018 750ml",17.99,Schweppes Tonic 1L,,"{'price': '16 reviews', 'satisfaction': '15 reviews', 'enjoyment': '10 reviews'}",,24 out of 27 (89%) of reviewers would recommend this product to a friend.,24,89%
Woodford Reserve Barrel Select 1l,54.99,4.5,25,1,1,1,3,19,Breckenridge Port Cask Bourbon 750ml,59.99,,,,,,,Woodford Reserve Bourbon Cherries 13.5oz,18.99,"{'enjoyment': '2 reviews', 'satisfaction': '2 reviews'}",,14 out of 15 (93%) of reviewers would recommend this product to a friend.,14,93%
Dewar'S 25 Yr 750ml,229.9,5.0,3,0,0,0,0,3,Chivas Regal 25 Yr 750ml,59.99,Macallan Rare Cask 750ml,59.99,Casa Dragones Tequila Joven 750ml,94.99,"De Venoge Louis XV Gift w 2 Glasses, 1996 750ml",49.99,Barrell Craft Spirits Gray Label Bourbon 15 Year 750ml,49.99,{'flavor': '3 reviews'},,0 out of 1 (0%) of reviewers would recommend this product to a friend.,0,0%)
Johnnie Walker Blue 200th Anniversary - Legendary Eight 750ml,349.9,5.0,3,0,0,0,0,3,Shieldaig 'The Classic' Blend 1.75L,23.99,,,,,,,Chivas Royal Salute 21 Yr 750ml,79.99,,,,,
Cragganmore 12 Yr 750ml,69.99,4.5,11,0,0,1,3,7,Teeter-Totter Cabernet Sauvignon 750ml,74.99,"Chateau Fabregues Costieres de Nimes, 2020 750ml",16.99,"Samuel Robert Rose Willamette Vintner's Reserve, 2020 750ml",14.99,"Olema Rose Cotes De Provence, 2020 750ml",16.99,Weihenstephaner Hefe Weissbier 16.9oz Btl,,,,,,
Shieldaig 'The Classic' Blend 12Yr 1.75l,44.99,4.2,82,1,5,6,32,38,Shieldaig Speyside Single Malt 12Yr 750ml,34.99,Grangestone 12 Yr Single Malt Scotch Whisky 750ml,31.99,Kavanagh Irish Whiskey 1.75L,34.99,Glen Ness Single Malt Scotch Whisky 1.75L,34.99,Glen Fohdry 12yr Speyside Single Malt 750ml,39.99,"{'price': '18 reviews', 'value': '7 reviews', 'satisfaction': '6 reviews'}",,45 out of 52 (87%) of reviewers would recommend this product to a friend.,45,87%
Calumet Farm Single Rack Black 12 Yr Kentucky Straight Bourbon 750ml,79.99,4.1,7,0,1,1,1,4,Barrell Bourbon Single Barrel Barrel Select 750ml,99.99,Chestnut Farms Bottled in Bond 750ml,99.99,Garrison Brothers Small Batch Bourbon 750ml,79.99,Barrell Private Release Bourbon 750ml,99.99,Bud Light 1/2 Keg,49.99,{'smell': '3 reviews'},,2 out of 5 (40%) of reviewers would recommend this product to a friend.,2,40%
House Of Stuart 1.75l,18.49,4.6,24,1,0,0,6,17,Bankers Club Scotch 1.75L,15.99,1889 Royal Brandy 1.75L,15.49,Highland Bird Blended Scotch Whisky 1.75L,17.99,Starr Blu Vodka Plastic 1.75L,14.99,"Carmen Gran Reserva Cabernet Sauvignon, 2018 750ml",17.99,"{'price': '12 reviews', 'satisfaction': '3 reviews', 'value': '2 reviews'}",,11 out of 12 (92%) of reviewers would recommend this product to a friend.,11,92%
Glenkinchie 12 Yr 750ml,78.99,4.7,10,0,0,1,1,8,Shieldaig 12yr Rum Cask Finish 750ml,54.99,Teeter-Totter Cabernet Sauvignon 750ml,74.99,De Margerie Grand Cru Brut 750ml,44.99,Bundaberg Ginger Beer 4pk-375ml,,Angostura Bitters 4oz,,"{'flavor': '4 reviews', 'smooth': '4 reviews'}",,4 out of 5 (80%) of reviewers would recommend this product to a friend.,4,80%
Black Ridge Bourbon 750ml,29.99,4.0,186,7,12,23,75,69,McFarlane's Reserve Kentucky Straight Bourbon 750ml,19.99,Wolcott Kentucky Straight Bourbon 750ml,26.99,Bluff Springs Straight Bourbon 750ml,24.99,Luxardo Maraschino Cherries 14.1oz,21.99,Agitator Bourbon Kentucky Straight Whiskey 750ml,29.99,"{'price': '57 reviews', 'satisfaction': '34 reviews', 'enjoyment': '15 reviews'}",,136 out of 167 (81%) of reviewers would recommend this product to a friend.,136,81%
Jack Daniels Single Barrel Barrel Proof Barrel Select 750ml,68.99,4.9,14,0,0,0,2,12,Chestnut Farms Bourbon 750ml,59.99,,,,,,,Mendoza Station Malbec Especial 750ml,,"{'satisfaction': '4 reviews', 'price': '2 reviews'}",,11 out of 11 (100%) of reviewers would recommend this product to a friend.,11,100
Four Roses OBSV Barrel Strength Single Barrel Select 750ml,79.99,5.0,7,0,0,0,0,7,Garrison Brothers HoneyDew Bourbon Whiskey 750ml,84.99,,,,,,,Bib & Tucker 6 Year Bourbon 750ml,52.99,,,,,
Earl Settler Bourbon 1.75l,16.99,3.9,43,2,6,5,10,20,Hayes Parker Kentucky Bourbon 1.75L,19.99,,,,,,,Stellum Bourbon Whiskey 750ml,54.99,"{'price': '19 reviews', 'satisfaction': '3 reviews', 'enjoyment': '2 reviews'}",,30 out of 40 (75%) of reviewers would recommend this product to a friend.,30,75%
Glenlivet 14 Year 375ml,27.99,4.7,100,0,2,3,21,74,ABK6 VSOP Cognac 750ml,34.99,Glen Fohdry French Oak Cask 750ml,27.99,Balnellan Speyside Glenlivet Sherry Finish 750ml,28.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,Corona Extra 24-12oz Btls,26.99,"{'satisfaction': '21 reviews', 'price': '8 reviews', 'enjoyment': '5 reviews'}",,48 out of 51 (94%) of reviewers would recommend this product to a friend.,48,94%
Glenfiddich 12 Yr 375ml,26.49,4.5,185,8,4,6,33,134,Grangestone Bourbon Cask Finish Single Malt Scotch Whisky 750ml,26.99,Grangestone 12 Yr Single Malt Scotch Whisky 750ml,31.99,"Mascota Vineyards Unanime, 2017 750ml",24.99,1858 Red Blend 750ml,24.99,"Mascota Vineyards Unanime Malbec , 2017 750ml",24.99,"{'price': '21 reviews', 'satisfaction': '15 reviews', 'enjoyment': '8 reviews'}",,63 out of 78 (81%) of reviewers would recommend this product to a friend.,63,81%
Jura 12 Yr 750ml,48.49,5.0,3,0,0,0,0,3,Shieldaig 12yr Rum Cask Finish 750ml,54.99,,,,,,,"Chateau de Camarsac Bordeaux Superieur, 2018 750ml",15.99,,,,,
Jura 21 Yr Tide Time 750ml,196.9,5.0,6,0,0,0,0,6,Garrison Brothers Balmorhea Bourbon 750ml,74.99,Glen Fohdry 29yr Oloroso Cask Speyside Single Malt 750ml,99.99,Creag Isle 25Yr Islay Single Malt 750ml,99.99,Chivas Royal Salute 21 Yr 750ml,79.99,Glen Fohdry 29yr Single Malt 750ml,89.99,,,,,
Shieldaig Speyside Sin Malt 25Yr 750ml,119.9,4.6,16,0,2,0,1,13,Shieldaig Speyside Sin Malt 30Yr 750ml,29.99,A de Fussigny XO Cognac 750ml,99.99,Islay Gold 25 YR 750ml,29.99,Bud Light 1/2 Keg,49.99,"Amici Cabernet Sauvignon Napa Reserve, 2018 750ml",99.99,"{'satisfaction': '3 reviews', 'enjoyment': '2 reviews', 'price': '2 reviews'}",,10 out of 12 (83%) of reviewers would recommend this product to a friend.,10,83%
Calumet Farm 8 Yr Kentucky Straight Bourbon 750ml,42.49,2.0,2,0,2,0,0,0,Bib & Tucker 6 Year Bourbon 750ml,52.99,Redemption Wheated Bourbon 750ml,44.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,,,,,
Cardhu 12 Yr Speyside Single Malt 750ml,66.99,4.5,25,0,1,1,8,15,,,,,,,,,,,"{'satisfaction': '4 reviews', 'enjoyment': '3 reviews', 'price': '3 reviews'}",,13 out of 15 (87%) of reviewers would recommend this product to a friend.,13,87%
Bunnahabhain 18 Yr 750ml,139.9,4.7,6,0,0,0,2,4,Bud Light 1/2 Keg,49.99,Coors Light 1/2 Keg,39.99,Michelob Ultra 1/2 Keg,54.99,El Tesoro Extra Anejo Tequila 750ml,24.99,"Stag's Leap FAY Cabernet, 2016 750ml",49.99,"{'flavor': '6 reviews', 'satisfaction': '2 reviews'}",,3 out of 3 (100%) of reviewers would recommend this product to a friend.,3,100
Shackleton Blended Malt Scotch 750ml,34.99,4.4,24,3,0,0,2,19,Islay Gold Lorcan 750ml,31.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,1858 Cabernet Sauvignon Paso Robles 750ml,34.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,Salmon Sancerre Vieilles Vignes 750ml,32.99,"{'price': '4 reviews', 'satisfaction': '4 reviews', 'enjoyment': '2 reviews'}",,14 out of 17 (82%) of reviewers would recommend this product to a friend.,14,82%
